PO_ID,Product_ID,Order_Date,Promised_ETA_Date,Actual_Arrival_Date,Qty_Ordered,Qty_Received
PO-01812,SKU-061,2025-05-07,2025-05-25,2025-05-25,427,427.0
PO-00443,SKU-015,2025-07-16,2025-07-30,2025-08-02,398,398.0
PO-02887,SKU-097,2024-09-18,2024-10-06,2024-10-06,447,447.0
PO-00225,SKU-008,02-12-2025,2025-03-02,2025-03-21,585,585.0
PO-02552,SKU-086,2024-05-01,2024-05-19,2024-05-19,379,379.0
PO-00790,SKU-027,16-Oct-2024,2024-11-06,2024-11-06,440,440.0
PO-02910,SKU-098,2024-03-27,2024-04-14,2024-05-04,410,410.0
PO-01042,SKU-035,10/09/2025,2025-09-28,2025-09-29,350,350.0
PO-01153,SKU-039,2025-05-07,2025-05-25,2025-05-28,650,650.0
PO-00378,SKU-013,04-09-2025,2025-04-30,2025-05-10,468,468.0
PO-02921,SKU-098,2024-12-25,2025-01-12,2025-01-14,507,425.0
PO-01783,SKU-060,02-Jul-2025,2025-07-20,2025-07-20,250,220.0
PO-00454,SKU-016,2024-02-14,2024-03-06,2024-03-06,275,275.0
PO-00848,SKU-029,2024-09-25,2024-10-09,2024-10-13,442,442.0
PO-01805,SKU-061,04-Dec-2024,2024-12-22,2024-12-25,444,444.0
PO-02020,SKU-068,30/04/2025,2025-05-21,2025-06-03,439,439.0
PO-01411,SKU-048,2024-09-11,2024-09-29,2024-10-02,378,298.0
PO-00769,SKU-026,2025-04-16,2025-04-30,2025-04-30,365,365.0
PO-02503,SKU-084,2025-02-05,2025-02-23,2025-03-09,542,542.0
PO-01132,SKU-038,05/11/2025,2025-11-23,2025-11-25,450,450.0
PO-00344,SKU-012,2024-11-27,2024-12-11,2024-12-11,439,439.0
PO-00120,SKU-005,28-Feb-2024,2024-03-13,2024-03-13,353,353.0
PO-01101,SKU-037,2025-08-13,2025-08-27,2025-08-28,377,377.0
PO-01400,SKU-047,2025-12-03,2025-12-17,2025-12-17,240,240.0
PO-00701,SKU-024,25/09/2024,2024-10-13,2024-10-13,505,505.0
PO-02030,SKU-068,2025-12-24,2026-01-14,,482,
PO-02822,SKU-095,2024-06-05,2024-06-19,2024-06-19,553,553.0
PO-02372,SKU-080,30/10/2024,2024-11-20,2024-11-24,480,374.0
PO-02799,SKU-094,2024-10-02,2024-10-16,2024-10-17,333,333.0
PO-02343,SKU-079,2025-01-01,2025-01-15,2025-01-16,389,389.0
PO-00851,SKU-029,2024-12-11,2024-12-25,2024-12-26,414,414.0
PO-01171,SKU-040,07-10-2024,2024-07-24,2024-07-26,414,414.0
PO-02584,SKU-087,2024-05-22,2024-06-09,2024-06-09,557,557.0
PO-00649,SKU-022,2025-03-12,2025-03-26,2025-03-26,447,447.0
PO-00935,SKU-032,2024-07-17,2024-08-04,2024-08-05,312,312.0
PO-00064,SKU-003,27-Mar-2024,2024-04-10,2024-04-10,396,396.0
PO-00045,SKU-002,2024-11-27,2024-12-15,2024-12-16,574,574.0
PO-01134,SKU-038,2025-12-24,2026-01-11,,376,
PO-02957,SKU-099,2025-05-28,2025-06-18,2025-06-29,480,480.0
PO-01136,SKU-039,2024-02-21,2024-03-10,2024-03-21,419,419.0
PO-01309,SKU-044,11-19-2025,2025-12-03,2025-12-03,558,558.0
PO-01258,SKU-043,2024-07-31,2024-08-21,2024-08-23,390,390.0
PO-01370,SKU-046,2025-11-12,2025-11-30,2025-11-30,410,410.0
PO-02500,SKU-084,2024-11-27,2024-12-15,2024-12-16,414,414.0
PO-01603,SKU-054,2025-06-11,2025-06-25,2025-06-26,392,392.0
PO-01219,SKU-041,2025-12-17,2026-01-07,,434,
PO-01913,SKU-065,2024-01-31,2024-02-21,2024-02-23,358,358.0
PO-01427,SKU-048,2025-10-29,2025-11-16,2025-11-17,320,320.0
PO-02237,SKU-075,29-Oct-2025,2025-11-12,2025-11-12,334,334.0
PO-02147,SKU-072,2025-12-10,2025-12-31,,244,
PO-01464,SKU-050,2024-04-03,2024-04-17,2024-04-20,299,299.0
PO-01564,SKU-053,2025-01-08,2025-01-29,2025-01-29,388,388.0
PO-01352,SKU-046,2024-09-04,2024-09-22,2024-09-22,601,601.0
PO-02704,SKU-091,17-Apr-2024,,2024-05-01,297,297.0
PO-00729,SKU-025,2024-08-28,2024-09-11,2024-09-11,411,411.0
PO-02908,SKU-098,14-Feb-2024,2024-03-03,2024-03-10,324,324.0
PO-01448,SKU-049,03-19-2025,2025-04-06,2025-04-20,365,365.0
PO-02134,SKU-072,2025-01-15,2025-02-05,2025-02-08,269,269.0
PO-02572,SKU-086,2025-08-27,2025-09-14,2025-09-14,401,401.0
PO-02974,SKU-100,2024-07-24,2024-08-07,2024-08-10,541,541.0
PO-02758,SKU-092,17-Dec-2025,2025-12-31,,405,
PO-02443,SKU-082,05-28-2025,2025-06-15,2025-06-16,430,430.0
PO-00612,SKU-021,14/08/2024,2024-08-28,2024-08-28,298,298.0
PO-00630,SKU-021,2025-11-19,2025-12-03,2025-12-03,410,382.0
PO-01278,SKU-043,10-Dec-2025,2025-12-31,,385,
PO-01111,SKU-038,2024-05-22,2024-06-09,2024-06-11,455,455.0
PO-01302,SKU-044,2025-05-28,2025-06-11,2025-06-11,470,470.0
PO-00758,SKU-026,10/07/2024,2024-07-24,2024-07-24,532,532.0
PO-02339,SKU-079,2024-09-25,2024-10-09,2024-10-09,386,386.0
PO-01151,SKU-039,12-Mar-2025,2025-03-30,2025-04-18,517,517.0
PO-00505,SKU-017,06-25-2025,2025-07-09,2025-07-09,505,505.0
PO-02645,SKU-089,04-10-2024,2024-04-24,2024-04-24,539,539.0
PO-00067,SKU-003,2024-06-26,2024-07-10,2024-07-10,540,540.0
PO-00523,SKU-018,09-04-2024,2024-09-18,2024-09-18,438,438.0
PO-02966,SKU-099,2025-12-24,2026-01-14,,470,
PO-02757,SKU-092,2025-11-26,2025-12-10,2025-12-10,382,382.0
PO-02958,SKU-099,2025-06-25,2025-07-16,2025-07-25,429,429.0
PO-01424,SKU-048,2025-08-13,2025-08-31,2025-09-02,346,346.0
PO-01843,SKU-062,2025-06-04,2025-06-25,2025-07-02,314,314.0
PO-02579,SKU-087,01-10-2024,2024-01-28,2024-02-10,435,435.0
PO-01284,SKU-044,2024-04-10,2024-04-24,2024-04-25,372,372.0
PO-01021,SKU-035,2024-04-10,2024-04-28,2024-04-28,339,339.0
PO-02972,SKU-100,2024-06-05,2024-06-19,2024-06-19,623,623.0
PO-00162,SKU-006,2024-11-20,2024-12-04,2024-12-04,431,431.0
PO-01253,SKU-043,2024-03-20,2024-04-10,2024-04-11,335,335.0
PO-02541,SKU-085,2025-09-03,2025-09-24,2025-09-24,254,254.0
PO-02026,SKU-068,2025-10-01,2025-10-22,2025-10-23,485,485.0
PO-02636,SKU-088,2025-09-10,2025-09-24,2025-09-24,493,421.0
PO-01967,SKU-066,2025-10-15,2025-11-05,2025-11-06,231,231.0
PO-01589,SKU-054,07-03-2024,2024-07-17,2024-07-17,269,269.0
PO-00942,SKU-032,01-08-2025,2025-01-26,2025-02-05,369,369.0
PO-02622,SKU-088,2024-10-23,2024-11-06,2024-11-06,691,691.0
PO-01235,SKU-042,2025-01-15,2025-01-29,2025-01-31,362,362.0
PO-00330,SKU-011,12-24-2025,2026-01-07,,506,
PO-00125,SKU-005,2024-06-19,2024-07-03,2024-07-06,279,279.0
PO-01254,SKU-043,2024-04-10,2024-05-01,2024-05-10,438,438.0
PO-00725,SKU-025,05-22-2024,2024-06-05,2024-06-05,366,366.0
PO-02766,SKU-093,2024-06-26,2024-07-17,2024-07-26,409,409.0
PO-02195,SKU-074,2025-02-19,2025-03-12,2025-03-15,286,286.0
PO-02218,SKU-075,07-24-2024,2024-08-07,2024-08-07,424,424.0
PO-02659,SKU-089,03-12-2025,2025-03-26,2025-03-29,365,365.0
PO-02916,SKU-098,21-Aug-2024,2024-09-08,2024-09-10,602,602.0
PO-02675,SKU-090,2024-04-17,2024-05-01,2024-05-03,509,509.0
PO-02350,SKU-079,2025-06-11,2025-06-25,2025-06-26,511,511.0
PO-00589,SKU-020,2025-02-19,2025-03-09,2025-03-28,320,320.0
PO-02293,SKU-077,17-Sep-2025,2025-10-01,2025-10-01,609,609.0
PO-01040,SKU-035,2025-07-23,2025-08-10,2025-08-12,308,215.0
PO-00775,SKU-026,03-Sep-2025,2025-09-17,2025-09-19,502,502.0
PO-01401,SKU-047,2025-12-24,2026-01-07,,329,
PO-00627,SKU-021,2025-08-27,2025-09-10,2025-09-11,287,287.0
PO-00342,SKU-012,2024-10-09,2024-10-23,2024-10-24,531,531.0
PO-01425,SKU-048,2025-09-03,2025-09-21,2025-09-24,353,353.0
PO-02747,SKU-092,26-Mar-2025,2025-04-09,2025-04-09,564,564.0
PO-02213,SKU-075,2024-03-20,2024-04-03,2024-04-03,466,466.0
PO-02297,SKU-077,2025-12-24,2026-01-07,,346,
PO-02354,SKU-079,2025-09-24,2025-10-08,2025-10-08,372,372.0
PO-02864,SKU-096,2025-03-05,2025-03-19,2025-03-19,395,395.0
PO-02199,SKU-074,2025-05-28,2025-06-18,2025-06-24,311,311.0
PO-01388,SKU-047,05-Feb-2025,2025-02-19,2025-02-20,359,359.0
PO-00453,SKU-016,2024-01-24,2024-02-14,2024-02-14,287,287.0
PO-00911,SKU-031,2024-10-16,2024-10-30,2024-10-30,228,228.0
PO-02931,SKU-098,2025-08-27,2025-09-14,2025-09-14,377,377.0
PO-00762,SKU-026,2024-10-09,2024-10-23,2024-10-23,619,619.0
PO-01820,SKU-061,2025-11-19,2025-12-07,2025-12-09,500,500.0
PO-01162,SKU-039,2025-12-10,2025-12-28,,355,
PO-02643,SKU-089,2024-02-21,2024-03-06,2024-03-07,356,356.0
PO-02064,SKU-070,06/03/2024,2024-03-20,2024-03-20,370,370.0
PO-02137,SKU-072,2025-03-26,2025-04-16,2025-04-17,369,369.0
PO-01522,SKU-052,2024-02-07,2024-02-25,2024-03-04,572,533.0
PO-01934,SKU-065,2025-08-06,2025-08-27,2025-08-27,360,360.0
PO-01889,SKU-064,2024-07-17,2024-07-31,2024-08-03,411,411.0
PO-02738,SKU-092,2024-07-31,2024-08-14,2024-08-14,414,414.0
PO-01300,SKU-044,2025-04-16,2025-04-30,2025-04-30,464,464.0
PO-02594,SKU-087,2025-02-12,2025-03-02,2025-03-21,458,458.0
PO-02415,SKU-081,2025-07-23,2025-08-06,2025-08-06,358,358.0
PO-00549,SKU-019,2024-05-15,2024-06-02,2024-06-02,355,355.0
PO-01126,SKU-038,2025-06-25,2025-07-13,2025-07-16,431,431.0
PO-00516,SKU-018,13-Mar-2024,2024-03-27,2024-03-28,501,501.0
PO-00099,SKU-004,2024-09-18,2024-10-06,2024-10-07,573,573.0
PO-02529,SKU-085,13/11/2024,2024-12-04,2024-12-04,400,369.0
PO-00922,SKU-031,2025-07-09,2025-07-23,2025-07-23,363,363.0
PO-00365,SKU-013,2024-05-22,2024-06-12,2024-06-29,476,476.0
PO-00513,SKU-017,2025-12-24,2026-01-07,,585,
PO-01106,SKU-037,2025-12-24,2026-01-07,,263,
PO-02268,SKU-077,02-07-2024,2024-02-21,2024-02-23,570,570.0
PO-00109,SKU-004,2025-05-28,2025-06-15,2025-06-16,444,444.0
PO-02049,SKU-069,2025-03-12,2025-04-02,2025-04-02,458,378.0
PO-02334,SKU-079,29/05/2024,2024-06-12,2024-06-12,371,371.0
PO-01446,SKU-049,05-Feb-2025,2025-02-23,2025-03-11,323,323.0
PO-01050,SKU-036,03-Apr-2024,2024-04-17,2024-04-19,329,329.0
PO-01521,SKU-052,01-10-2024,2024-01-28,2024-02-19,496,496.0
PO-01243,SKU-042,2025-07-16,2025-07-30,2025-07-30,302,302.0
PO-01870,SKU-063,2025-04-02,2025-04-16,2025-04-18,576,576.0
PO-02823,SKU-095,2024-06-26,2024-07-10,2024-07-10,518,518.0
PO-01312,SKU-045,2024-01-17,2024-01-31,2024-01-31,528,528.0
PO-01892,SKU-064,2024-10-02,2024-10-16,2024-10-22,388,388.0
PO-00567,SKU-019,2025-07-30,2025-08-17,2025-08-20,418,418.0
PO-00021,SKU-001,2025-05-28,2025-06-15,2025-06-19,531,415.0
PO-02570,SKU-086,2025-07-09,2025-07-27,2025-07-28,390,390.0
PO-00372,SKU-013,2024-11-13,2024-12-04,2024-12-04,490,490.0
PO-02669,SKU-089,12-Nov-2025,2025-11-26,2025-11-26,479,479.0
PO-01385,SKU-047,2024-11-13,2024-11-27,2024-11-28,293,293.0
PO-00303,SKU-011,04-03-2024,2024-04-17,2024-04-19,373,373.0
PO-00819,SKU-028,2024-09-04,2024-09-25,2024-09-25,561,561.0
PO-02313,SKU-078,2025-01-22,2025-02-12,2025-02-14,276,276.0
PO-02323,SKU-078,2025-10-01,2025-10-22,2025-10-22,249,249.0
PO-01396,SKU-047,2025-08-20,2025-09-03,2025-09-07,342,342.0
PO-02874,SKU-096,2025-11-05,2025-11-19,2025-11-21,303,303.0
PO-02103,SKU-071,2024-10-30,2024-11-17,2024-11-17,345,345.0
PO-02499,SKU-084,06/11/2024,2024-11-24,2024-11-25,396,396.0
PO-01293,SKU-044,10-23-2024,2024-11-06,2024-11-06,611,611.0
PO-01585,SKU-054,03-Apr-2024,2024-04-17,2024-04-21,342,342.0
PO-01773,SKU-060,2024-10-16,2024-11-03,2024-11-06,381,381.0
PO-01652,SKU-056,26-Jun-2024,2024-07-14,2024-07-17,304,304.0
PO-00841,SKU-029,2024-04-10,2024-04-24,2024-04-24,528,408.0
PO-01724,SKU-058,2025-05-21,2025-06-08,2025-06-08,523,523.0
PO-00371,SKU-013,2024-10-23,2024-11-13,2024-11-13,325,325.0
PO-00629,SKU-021,22/10/2025,2025-11-05,2025-11-05,290,290.0
PO-02676,SKU-090,15-May-2024,2024-05-29,2024-06-01,546,546.0
PO-00943,SKU-032,2025-02-05,2025-02-23,2025-03-04,279,279.0
PO-02824,SKU-095,2024-07-31,2024-08-14,2024-08-14,470,470.0
PO-01175,SKU-040,2024-10-23,2024-11-06,2024-11-06,453,453.0
PO-01873,SKU-063,2025-06-25,2025-07-09,2025-07-11,564,564.0
PO-01784,SKU-060,2025-07-23,2025-08-10,2025-08-11,400,400.0
PO-01813,SKU-061,05-28-2025,2025-06-15,2025-06-18,336,336.0
PO-02658,SKU-089,2025-02-19,2025-03-05,2025-03-05,416,416.0
PO-02855,SKU-096,24/07/2024,2024-08-07,2024-08-10,359,359.0
PO-01346,SKU-046,2024-04-10,2024-04-28,2024-04-29,542,542.0
PO-02402,SKU-081,2024-09-18,2024-10-02,2024-10-02,263,263.0
PO-00312,SKU-011,2024-10-30,2024-11-13,2024-11-13,431,431.0
PO-02239,SKU-075,2025-12-10,2025-12-24,2025-12-24,419,419.0
PO-01504,SKU-051,2024-12-04,2024-12-25,2024-12-25,393,393.0
PO-00604,SKU-021,2024-02-14,2024-02-28,2024-02-28,251,251.0
PO-02621,SKU-088,25/09/2024,2024-10-09,2024-10-09,566,566.0
PO-00726,SKU-025,06-12-2024,2024-06-26,2024-06-26,330,330.0
PO-02140,SKU-072,04-Jun-2025,2025-06-25,2025-07-20,362,362.0
PO-02296,SKU-077,03-Dec-2025,2025-12-17,2025-12-17,503,503.0
PO-01687,SKU-057,2024-10-30,2024-11-13,2024-11-13,321,321.0
PO-01590,SKU-054,2024-07-24,2024-08-07,2024-08-07,250,250.0
PO-01298,SKU-044,2025-02-19,2025-03-05,2025-03-05,552,552.0
PO-02599,SKU-087,2025-06-25,2025-07-13,2025-07-16,464,464.0
PO-00074,SKU-003,2024-12-18,2025-01-01,2025-01-01,620,620.0
PO-00541,SKU-018,2025-11-05,2025-11-19,2025-11-19,589,589.0
PO-01961,SKU-066,21-May-2025,2025-06-11,2025-07-01,307,307.0
PO-02809,SKU-094,18/06/2025,2025-07-02,2025-07-02,395,395.0
PO-00785,SKU-027,2024-05-29,2024-06-19,2024-06-25,483,483.0
PO-00199,SKU-007,2025-04-30,2025-05-14,2025-05-14,353,353.0
PO-00209,SKU-007,24-Dec-2025,2026-01-07,,283,
PO-00070,SKU-003,09-11-2024,2024-09-25,2024-09-27,510,410.0
PO-02911,SKU-098,2024-04-17,2024-05-05,2024-05-05,562,562.0
PO-00756,SKU-026,2024-05-29,2024-06-12,2024-06-14,385,385.0
PO-00479,SKU-016,22/10/2025,2025-11-12,2025-11-12,424,424.0
PO-02327,SKU-078,2025-12-17,2026-01-07,,497,
PO-00497,SKU-017,04/12/2024,2024-12-18,2024-12-19,421,421.0
PO-02581,SKU-087,2024-02-28,2024-03-17,2024-04-03,569,569.0
PO-01980,SKU-067,2024-08-21,2024-09-08,2024-09-11,285,285.0
PO-01355,SKU-046,2024-11-27,2024-12-15,2024-12-15,562,562.0
PO-00990,SKU-034,2024-03-13,2024-03-31,2024-04-08,435,435.0
PO-01201,SKU-041,2024-09-11,2024-10-02,2024-10-02,359,359.0
PO-01012,SKU-034,08-27-2025,2025-09-14,2025-09-15,424,424.0
PO-00269,SKU-009,12-03-2025,2025-12-17,2025-12-17,319,319.0
PO-01816,SKU-061,2025-08-06,2025-08-24,2025-08-24,540,540.0
PO-01910,SKU-064,2025-12-17,2025-12-31,,351,
PO-01327,SKU-045,2025-02-05,2025-02-19,2025-02-23,569,569.0
PO-00116,SKU-004,05-Nov-2025,2025-11-23,2025-11-25,501,501.0
PO-01334,SKU-045,07-30-2025,2025-08-13,2025-08-16,632,632.0
PO-00172,SKU-006,2025-07-09,2025-07-23,2025-07-23,438,438.0
PO-00003,SKU-001,13/03/2024,2024-03-31,2024-04-16,331,331.0
PO-01456,SKU-049,2025-10-08,2025-10-26,2025-10-29,361,361.0
PO-01959,SKU-066,2025-04-02,2025-04-23,2025-04-30,375,375.0
PO-01062,SKU-036,2025-02-05,2025-02-19,2025-02-20,308,308.0
PO-02913,SKU-098,2024-06-12,2024-06-30,2024-07-02,334,334.0
PO-00118,SKU-004,2025-12-24,2026-01-11,,484,
PO-00669,SKU-023,2024-06-05,2024-06-26,2024-07-06,339,339.0
PO-00868,SKU-030,2024-01-31,2024-02-21,2024-02-21,491,491.0
PO-02583,SKU-087,01/05/2024,2024-05-19,2024-05-19,357,357.0
PO-00440,SKU-015,2025-05-14,2025-05-28,2025-05-30,554,437.0
PO-00641,SKU-022,2024-09-04,2024-09-18,2024-09-18,452,452.0
PO-00233,SKU-008,2025-09-10,2025-09-28,2025-09-28,453,453.0
PO-00278,SKU-010,2024-06-19,2024-07-07,2024-07-08,392,392.0
PO-02171,SKU-073,2025-07-09,2025-07-27,2025-07-30,620,620.0
PO-00059,SKU-002,2025-11-26,2025-12-14,2025-12-14,499,499.0
PO-00438,SKU-015,2025-04-02,2025-04-16,2025-04-16,505,505.0
PO-00558,SKU-019,01/01/2025,2025-01-19,2025-02-05,386,386.0
PO-01357,SKU-046,2025-01-08,2025-01-26,2025-02-09,435,307.0
PO-01039,SKU-035,2025-07-02,2025-07-20,2025-07-20,318,288.0
PO-01503,SKU-051,13/11/2024,2024-12-04,2024-12-04,480,480.0
PO-00975,SKU-033,2025-03-12,2025-04-02,2025-04-02,354,354.0
PO-01058,SKU-036,2024-10-23,2024-11-06,2024-11-07,290,290.0
PO-00695,SKU-024,2024-05-01,2024-05-19,2024-05-20,438,438.0
PO-00525,SKU-018,16/10/2024,2024-10-30,2024-10-30,429,429.0
PO-01103,SKU-037,2025-10-08,2025-10-22,2025-10-25,304,304.0
PO-02232,SKU-075,06-25-2025,2025-07-09,2025-07-09,420,420.0
PO-00995,SKU-034,2024-07-10,2024-07-28,2024-07-28,318,318.0
PO-02593,SKU-087,2025-01-22,2025-02-09,2025-02-24,389,389.0
PO-02946,SKU-099,2024-09-18,2024-10-09,2024-10-12,488,488.0
PO-00551,SKU-019,2024-07-03,2024-07-21,2024-07-24,334,334.0
PO-00072,SKU-003,30/10/2024,2024-11-13,2024-11-14,500,500.0
PO-00683,SKU-023,2025-06-04,2025-06-25,2025-07-12,305,305.0
PO-00428,SKU-015,2024-08-07,2024-08-21,2024-08-21,382,382.0
PO-00524,SKU-018,09-25-2024,2024-10-09,2024-10-09,439,439.0
PO-01459,SKU-049,2025-12-10,2025-12-28,,304,
PO-01779,SKU-060,19-Mar-2025,2025-04-06,2025-04-11,351,351.0
PO-01762,SKU-060,01-31-2024,2024-02-18,2024-03-03,381,381.0
PO-00509,SKU-017,2025-10-08,2025-10-22,2025-10-22,310,237.0
PO-01604,SKU-054,2025-07-09,2025-07-23,2025-07-25,382,382.0
PO-02163,SKU-073,12-25-2024,2025-01-12,2025-01-14,379,379.0
PO-01790,SKU-060,12-17-2025,2026-01-04,,304,
PO-02954,SKU-099,2025-03-19,2025-04-09,2025-04-09,354,354.0
PO-02815,SKU-094,12-Nov-2025,2025-11-26,2025-11-26,302,302.0
PO-02796,SKU-094,2024-07-24,2024-08-07,2024-08-07,249,249.0
PO-01354,SKU-046,23/10/2024,2024-11-10,2024-11-10,554,554.0
PO-02018,SKU-068,12-Mar-2025,2025-04-02,2025-04-02,392,392.0
PO-02309,SKU-078,09/10/2024,2024-10-30,2024-10-30,286,286.0
PO-02121,SKU-072,2024-03-06,2024-03-27,2024-03-28,355,355.0
PO-00748,SKU-025,2025-11-19,2025-12-03,2025-12-03,402,402.0
PO-01221,SKU-042,31-Jan-2024,2024-02-14,2024-02-16,440,440.0
PO-00881,SKU-030,27-Nov-2024,2024-12-18,2024-12-18,408,408.0
PO-00319,SKU-011,2025-04-23,2025-05-07,2025-05-07,476,476.0
PO-02185,SKU-074,2024-06-26,2024-07-17,2024-08-08,285,285.0
PO-02494,SKU-084,2024-07-10,2024-07-28,2024-07-29,464,351.0
PO-01351,SKU-046,07/08/2024,2024-08-25,2024-08-25,471,471.0
PO-02715,SKU-091,2024-12-25,2025-01-08,2025-01-08,283,240.0
PO-00265,SKU-009,2025-09-03,2025-09-17,2025-09-18,348,348.0
PO-02971,SKU-100,2024-05-08,2024-05-22,2024-05-22,563,563.0
PO-02017,SKU-068,2025-02-12,2025-03-05,2025-03-05,395,395.0
PO-02432,SKU-082,2024-08-28,2024-09-15,2024-09-19,411,411.0
PO-01615,SKU-055,2024-03-06,2024-03-27,2024-03-28,484,484.0
PO-01989,SKU-067,02/04/2025,2025-04-20,2025-04-20,321,321.0
PO-01379,SKU-047,2024-06-26,2024-07-10,2024-07-13,242,242.0
PO-00682,SKU-023,07-May-2025,2025-05-28,2025-06-09,307,307.0
PO-01063,SKU-036,02-26-2025,2025-03-12,2025-03-13,345,345.0
PO-02050,SKU-069,2025-04-02,2025-04-23,2025-05-09,429,429.0
PO-00875,SKU-030,07-17-2024,2024-08-07,2024-08-07,370,370.0
PO-02994,SKU-100,2025-11-12,2025-11-26,2025-11-26,476,476.0
PO-02298,SKU-078,10/01/2024,2024-01-31,2024-01-31,325,325.0
PO-01237,SKU-042,2025-03-05,2025-03-19,2025-03-21,377,377.0
PO-01155,SKU-039,2025-06-25,2025-07-13,2025-07-13,502,502.0
PO-00590,SKU-020,19/03/2025,2025-04-06,2025-04-24,317,317.0
PO-00106,SKU-004,2025-03-19,2025-04-06,2025-04-22,409,409.0
PO-00044,SKU-002,2024-10-30,2024-11-17,2024-11-17,459,459.0
PO-01256,SKU-043,2024-05-29,2024-06-19,2024-06-29,499,499.0
PO-02489,SKU-084,2024-02-14,2024-03-03,2024-03-16,405,405.0
PO-00354,SKU-012,2025-07-30,2025-08-13,2025-08-13,558,558.0
PO-00262,SKU-009,06-18-2025,2025-07-02,2025-07-06,262,262.0
PO-02527,SKU-085,2024-09-18,2024-10-09,2024-10-09,344,344.0
PO-01367,SKU-046,2025-08-27,2025-09-14,2025-09-14,460,460.0
PO-00778,SKU-026,2025-11-12,2025-11-26,2025-11-27,480,480.0
PO-01472,SKU-050,2024-10-16,2024-10-30,2024-10-30,280,280.0
PO-00292,SKU-010,2025-06-11,2025-06-29,2025-06-29,517,517.0
PO-01973,SKU-067,28/02/2024,2024-03-17,2024-04-07,275,275.0
PO-01299,SKU-044,2025-03-19,2025-04-02,2025-04-02,625,625.0
PO-00393,SKU-014,06/03/2024,2024-03-24,2024-04-09,348,348.0
PO-01123,SKU-038,2025-04-09,2025-04-27,2025-04-30,486,486.0
PO-02044,SKU-069,13-Nov-2024,2024-12-04,2024-12-05,396,396.0
PO-02314,SKU-078,2025-02-12,2025-03-05,2025-03-05,425,425.0
PO-00532,SKU-018,2025-04-02,2025-04-16,2025-04-19,507,507.0
PO-00671,SKU-023,2024-07-31,2024-08-21,2024-08-21,321,321.0
PO-02511,SKU-084,03/09/2025,2025-09-21,2025-09-21,478,478.0
PO-01397,SKU-047,2025-09-17,2025-10-01,2025-10-01,313,313.0
PO-01944,SKU-066,2024-04-03,2024-04-24,2024-05-14,268,268.0
PO-00122,SKU-005,17-Apr-2024,2024-05-01,2024-05-01,334,334.0
PO-01646,SKU-056,2024-02-07,2024-02-25,2024-03-10,266,266.0
PO-02506,SKU-084,30/04/2025,2025-05-18,2025-05-21,443,443.0
PO-00226,SKU-008,2025-03-12,2025-03-30,2025-04-09,444,444.0
PO-01141,SKU-039,2024-07-03,2024-07-21,2024-07-21,673,673.0
PO-00216,SKU-008,06-26-2024,2024-07-14,2024-07-14,488,488.0
PO-02461,SKU-083,2024-07-03,2024-07-24,2024-07-24,328,328.0
PO-00593,SKU-020,2025-06-04,2025-06-22,2025-06-22,279,279.0
PO-02983,SKU-100,2025-03-05,2025-03-19,2025-03-21,530,447.0
PO-02832,SKU-095,29-Jan-2025,2025-02-12,2025-02-14,493,398.0
PO-02678,SKU-090,17/07/2024,2024-07-31,2024-07-31,586,586.0
PO-02446,SKU-082,2025-08-06,2025-08-24,2025-08-26,318,318.0
PO-01976,SKU-067,2024-05-22,2024-06-09,2024-06-12,352,352.0
PO-00972,SKU-033,2025-01-01,2025-01-22,2025-01-23,352,352.0
PO-00082,SKU-003,2025-07-09,2025-07-23,2025-07-23,513,513.0
PO-02423,SKU-082,2024-01-10,2024-01-28,2024-02-11,358,295.0
PO-01701,SKU-057,2025-09-24,2025-10-08,2025-10-10,489,489.0
PO-01211,SKU-041,2025-05-14,2025-06-04,2025-06-17,423,423.0
PO-02688,SKU-090,2025-03-12,2025-03-26,2025-04-03,425,425.0
PO-00332,SKU-012,2024-02-07,2024-02-21,2024-02-21,551,551.0
PO-00702,SKU-024,2024-10-16,2024-11-03,2024-11-04,407,407.0
PO-02810,SKU-094,2025-07-16,2025-07-30,2025-07-30,332,332.0
PO-01727,SKU-058,2025-08-13,2025-08-31,2025-09-03,451,451.0
PO-00304,SKU-011,04-24-2024,2024-05-08,2024-05-09,358,358.0
PO-01095,SKU-037,2025-03-12,2025-03-26,2025-03-28,361,361.0
PO-00425,SKU-015,2024-05-22,2024-06-05,2024-06-08,471,471.0
PO-00546,SKU-019,2024-02-21,2024-03-10,2024-03-30,468,468.0
PO-02189,SKU-074,2024-10-02,2024-10-23,2024-10-26,255,255.0
PO-01858,SKU-063,2024-05-22,2024-06-05,2024-06-06,447,447.0
PO-02105,SKU-071,2024-12-11,2024-12-29,2024-12-30,446,446.0
PO-00709,SKU-024,2025-04-02,2025-04-20,2025-04-20,626,626.0
PO-02366,SKU-080,2024-05-29,2024-06-19,2024-07-07,450,374.0
PO-02104,SKU-071,20/11/2024,2024-12-08,2024-12-08,243,243.0
PO-00230,SKU-008,2025-06-25,2025-07-13,2025-07-17,551,551.0
PO-00258,SKU-009,2025-03-12,2025-03-26,2025-03-27,341,341.0
PO-01482,SKU-050,2025-07-02,2025-07-16,2025-07-17,400,400.0
PO-01036,SKU-035,2025-04-23,2025-05-11,2025-05-14,350,350.0
PO-02074,SKU-070,06/11/2024,2024-11-20,2024-11-22,483,483.0
PO-00455,SKU-016,03-06-2024,2024-03-27,2024-03-27,291,266.0
